k,average delay in queue,average number in queue,server utilization,time the simulation ended, 
0.500,0.520,0.534,0.511,972.781
0.600,0.892,0.929,0.619,960.387
0.700,1.659,1.689,0.700,982.356
0.800,2.990,2.865,0.760,1043.912
0.900,4.754,4.775,0.887,995.697
